Date Posted,Transaction Reference #,Attorney Docket #, Status,Transaction ID,Type,Total Payment (+) / Refund (-),Customer Name
04/19/2017,14401240,R0693.70014US02,Processed,041917INTEFSW15182900,Payment,$90.00,
04/19/2017,15490321,C1233.70119US01,Processed,041917INTEFSW15440200,Payment,$730.00,
04/19/2017,62453913,H0776.70103US00,Processed,041917INTEFSW16141400,Payment,$30.00,
04/19/2017,62453923,H0776.70103US01,Processed,041917INTEFSW16265500,Payment,$30.00,
04/19/2017,62486754,A1174.70001US00,Processed,041917INTEFSW16480300,Payment,$260.00,
04/19/2017,14448216,N0484.70177US04,Processed,041917INTEFSW17212400,Payment,$160.00,
04/19/2017,15490590,S1459.72017US04,Processed,041917INTEFSW17264700,Payment,"$6,540.00",
04/19/2017,14085275,M0925.70364US01,Processed,041917INTEFSW17321100,Payment,$480.00,
04/19/2017,14009952,P1023.70013US00,Processed,041917INTEFSW17362500,Payment,$480.00,
04/19/2017,62486814,D0504.70120US01,Processed,041917INTEFSW17392800,Payment,$330.00,
04/19/2017,14401240,R0693.70014US02,Processed,041917INTEFSW17521700,Payment,$300.00,
04/19/2017,14247130,U1198.70004US02,Processed,041917INTEFSW17573400,Payment,"$1,020.00",
04/19/2017,15008336,E0494.70008US00,Processed,041917INTEFSW18475500,Payment,$200.00,
04/19/2017,PCT/US17/28203,L0710.70033,Processed,041917INTEFSW20295400,Payment,"$3,909.00",
04/19/2017,PCT/US17/28210,U1197.70089,Processed,041917INTEFSW21302400,Payment,"$2,799.00",
04/19/2017,62486944,U1197.70099US01,Processed,041917INTEFSW22345300,Payment,$130.00,
04/19/2017,15008336,E0494.70008US00,Processed,041917INTEFSW23104900,Payment,$180.00,
04/19/2017,2148778,F0733.20000US00,Processed,041917INTTEAS11350100,Payment,$425.00,
04/19/2017,86395726,G0859.20004U,Processed,041917INTTEAS12042400,Payment,$250.00,
04/19/2017,87416863,V030520000US,Processed,041917INTTEAS13004200,Payment,$550.00,
04/19/2017,86779736,B1348.20000U,Processed,041917INTTEAS14580400,Payment,$250.00,
04/20/2017,14382027,A0848.70155US01,Processed,042017INTEFSW08525100,Payment,"$2,600.00",
04/20/2017,14436613,M1214.70013US02,Processed,042017INTEFSW09111000,Payment,$90.00,
04/20/2017,14665465,S1459.71904US00,Processed,042017INTEFSW09455600,Payment,"$1,200.00",
04/20/2017,13140469,D0504.70012US01,Processed,042017INTEFSW09481800,Payment,"$1,150.00",
04/20/2017,62487520,N0579.70013US00,Processed,042017INTEFSW10063300,Payment,$130.00,
04/20/2017,14634898,M1295.70084US01,Processed,042017INTEFSW10291800,Payment,$960.00,
04/20/2017,14585974,S1459.72024US01,Processed,042017INTEFSW10403201,Payment,$180.00,
04/20/2017,13981767,S1436.70019US00,Processed,042017INTEFSW10495100,Payment,$960.00,
04/20/2017,15191507,S1459.71366US01,Processed,042017INTEFSW12224900,Payment,$180.00,
04/20/2017,14640349,S1459.71889US00,Processed,042017INTEFSW13133900,Payment,$180.00,
04/20/2017,14302303,O0366.70008US02,Processed,042017INTEFSW14124900,Payment,$700.00,
04/20/2017,14921894,D0504.70069US03,Processed,042017INTEFSW14154900,Payment,$100.00,
04/20/2017,15452667,E0405.70034US00,Processed,042017INTEFSW14184700,Payment,$800.00,
04/20/2017,14899218,B0192.70083US00,Processed,042017INTEFSW14232800,Payment,$180.00,
04/20/2017,15491324,B1468.70000US01,Processed,042017INTEFSW14452200,Payment,$880.00,
04/20/2017,14605251,E0512.70001US01,Processed,042017INTEFSW15204200,Payment,$700.00,
04/20/2017,PCT/US17/28329,H0498.70544,Processed,042017INTEFSW15352600,Payment,"$3,054.00",
04/20/2017,14493637,C1367.70005US04,Processed,042017INTEFSW15392100,Payment,$100.00,
04/20/2017,14486937,G0766.70078US00,Processed,042017INTEFSW15393800,Payment,$960.00,
04/20/2017,15491468,S1459.72005US02,Processed,042017INTEFSW15445700,Payment,"$1,600.00",
04/20/2017,14425960,P1023.70017US00,Processed,042017INTEFSW15472600,Payment,$90.00,
04/20/2017,62487194,M1375.70052US00,Processed,042017INTEFSW15590100,Payment,$260.00,
04/20/2017,15491505,O0366.70057US01,Processed,042017INTEFSW16011800,Payment,"$5,740.00",
04/20/2017,14605251,E0512.70001US01,Processed,042017INTEFSW16104500,Payment,$90.00,
04/20/2017,14921894,D0504.70069US03,Processed,042017INTEFSW16495100,Payment,$90.00,
04/20/2017,14012711,H0818.70000US03,Processed,042017INTEFSW17431500,Payment,$180.00,
04/20/2017,15363172,H0498.70406US02,Processed,042017INTEFSW18045500,Payment,$980.00,
04/20/2017,14526004,M0437.70092US01,Processed,042017INTEFSW18121301,Payment,$420.00,
04/20/2017,62487454,R0659.70039US00,Processed,042017INTEFSW21111400,Payment,$330.00,
04/20/2017,4345284,F0732.20000US00,Processed,042017INTETAS11250300,Payment,$65.00,
04/20/2017,4092426,R0667.20000US00,Processed,042017INTTEAS08463100,Payment,$125.00,
04/20/2017,2147822,C0842.20147US00,Processed,042017INTTEAS10434800,Payment,$425.00,
04/20/2017,86590866,G0741.20002U,Processed,042017INTTEAS10571600,Payment,$125.00,
04/20/2017,86959649,A11562000600,Processed,042017INTTEAS11150400,Payment,$125.00,
04/20/2017,87418451,B1348.20006US00,Processed,042017INTTEAS11585600,Payment,$275.00,
04/20/2017,87098975,P10672000000,Processed,042017INTTEAS12025800,Payment,$550.00,
04/20/2017,86532914,N0553.20001U,Processed,042017INTTEAS13530500,Payment,$500.00,
04/21/2017,15493174,L0789.70003US00,Processed,042117INTEFSW08250800,Payment,$800.00,
04/21/2017,15042316,A0848.70101US05,Processed,042117INTEFSW08593700,Payment,"$2,200.00",
04/21/2017,15493184,L0789.70004US00,Processed,042117INTEFSW08595700,Payment,$880.00,
04/21/2017,14899598,H0664.70080US00,Processed,042117INTEFSW09265300,Payment,"$2,600.00",
04/21/2017,15493201,L0789.70005US00,Processed,042117INTEFSW09320900,Payment,$800.00,
04/21/2017,15290504,S1509.70045US05,Processed,042117INTEFSW10483800,Payment,$960.00,
04/21/2017,15290513,S1509.70045US06,Processed,042117INTEFSW10524700,Payment,$960.00,
04/21/2017,14414428,C1497.70004US01,Processed,042117INTEFSW11230000,Payment,$90.00,
04/21/2017,15520937,C1401.70088US00,Processed,042117INTEFSW12180300,Payment,"$1,480.00",
04/21/2017,PCT/US17/28750,T0755.70001,Processed,042117INTEFSW13002600,Payment,"$3,629.00",
04/21/2017,15520977,U0120.70066US01,Processed,042117INTEFSW13234600,Payment,$560.00,
04/21/2017,15262472,A0992.70003US03,Processed,042117INTEFSW13334200,Payment,"$2,510.00",
04/21/2017,15520984,S1459.72169US00,Processed,042117INTEFSW13410300,Payment,"$2,740.00",
04/21/2017,14601358,T0774.70032US01,Processed,042117INTEFSW14062900,Payment,$800.00,
04/21/2017,PCT/US17/28553,Z0108.70011,Processed,042117INTEFSW14200800,Payment,"$3,496.00",
04/21/2017,15233556,M1374.70038US00,Processed,042117INTEFSW14291300,Payment,$180.00,
04/21/2017,14438705,O0366.70001US00,Processed,042117INTEFSW14412700,Payment,$90.00,
04/21/2017,14871779,T0720.70001US01,Processed,042117INTEFSW14494101,Payment,$200.00,
04/21/2017,15520617,C1495.70003US00,Processed,042117INTEFSW15050900,Payment,"$1,480.00",
04/21/2017,15520627,C1495.70001US00,Processed,042117INTEFSW15134600,Payment,"$1,480.00",
04/21/2017,15198283,M1374.70033US00,Processed,042117INTEFSW15140100,Payment,$180.00,
04/21/2017,15520639,C1495.70002US00,Processed,042117INTEFSW15222000,Payment,"$1,480.00",
04/21/2017,14419968,B1152.70023US01,Processed,042117INTEFSW15414900,Payment,$180.00,
04/21/2017,13808729,D0504.70018US01,Processed,042117INTEFSW15434200,Payment,$700.00,
04/21/2017,29598924,A1041.70026US00,Processed,042117INTEFSW15572000,Payment,$140.00,
04/21/2017,13808729,D0504.70018US01,Processed,042117INTEFSW16044200,Payment,$90.00,
04/21/2017,29598923,A1041.70024US00,Processed,042117INTEFSW16100600,Payment,$140.00,
04/21/2017,15428232,U1195.70004US05,Processed,042117INTEFSW16340300,Payment,$800.00,
04/21/2017,15088786,V0286.70033US04,Processed,042117INTEFSW16585100,Payment,$90.00,
04/21/2017,13752476,A1147.70001US02,Processed,042117INTEFSW17012800,Payment,$960.00,
04/21/2017,14373314,V0286.70012US01,Processed,042117INTEFSW17521900,Payment,$600.00,
04/21/2017,15317601,M0925.70461US00,Processed,042117INTEFSW18390100,Payment,$200.00,
04/21/2017,15317628,M0925.70462US00,Processed,042117INTEFSW19001100,Payment,$920.00,
04/21/2017,14415533,O0366.70023US02,Processed,042117INTEFSW19102200,Payment,$100.00,
04/21/2017,14465983,S1459.70513US01,Processed,042117INTEFSW20205400,Payment,$200.00,
04/21/2017,4129791,R0746.20004US00,Processed,042117INTTEAS11062500,Payment,$325.00,
04/21/2017,87420180,M1295.20043US00,Processed,042117INTTEAS12422000,Payment,$550.00,
04/21/2017,87418706,B1348.20007US00,Processed,042117INTTEAS14090000,Payment,$275.00,
04/21/2017,87418771,R0708.20003US00,Processed,042117INTTEAS14345300,Payment,$275.00,
04/21/2017,87418916,A1156.20114US00,Processed,042117INTTEAS15460600,Payment,$275.00,
04/21/2017,201703020018759236,,"APPROVED BY USPTO, PENDING SUBMISSION TO TREASURY FOR PROCESSING",30195150,Refund,"($1,200.00)",
04/21/2017,201703220018853036,,"APPROVED BY USPTO, PENDING SUBMISSION TO TREASURY FOR PROCESSING",30195152,Refund,($600.00),
04/24/2017,14646057,S1459.71615US00,Processed,042417INTEFSW09541000,Payment,$180.00,
04/24/2017,13710897,N0484.71066US00,Processed,042417INTEFSW10045000,Payment,$180.00,
04/24/2017,15405263,V0302.70000US00,Processed,042417INTEFSW11362000,Payment,$900.00,
04/24/2017,15376281,098477-1033419,Processed,042417INTEFSW11543800,Payment,"$2,420.00",
04/24/2017,14592022,A0848.70057US02,Processed,042417INTEFSW12174700,Payment,$160.00,
04/24/2017,13967238,R0728.70000US01,Processed,042417INTEFSW12292400,Payment,$480.00,
04/24/2017,15494748,C1256.70020US02,Processed,042417INTEFSW12455600,Payment,"$1,600.00",
04/24/2017,14592022,A0848.70057US02,Processed,042417INTEFSW13040200,Payment,"$1,400.00",
04/24/2017,14482452,G0794.70004US01,Processed,042417INTEFSW13192300,Payment,$600.00,
04/24/2017,62405446,L0815.70002US00,Processed,042417INTEFSW13372100,Payment,"$1,260.00",
04/24/2017,62405456,L0815.70003US00,Processed,042417INTEFSW13433200,Payment,"$1,260.00",
04/24/2017,15367035,S1459.70795US04,Processed,042417INTEFSW13494200,Payment,$160.00,
04/24/2017,15521021,P1056.70004US00,Processed,042417INTEFSW14231600,Payment,"$1,480.00",
04/24/2017,14585974,S1459.72024US01,Processed,042417INTEFSW15135700,Payment,$960.00,
04/24/2017,15511006,M0437.70107US01,Processed,042417INTEFSW17234000,Payment,$200.00,
04/24/2017,62341162,18763.121133,Processed,042417INTEFSW17392500,Payment,$50.00,
04/24/2017,87100515,P1064.20000US00,Processed,042417INTTEAS12240700,Payment,$550.00,
04/24/2017,87106777,C1062.20097US00,Processed,042417INTTEAS12495100,Payment,$550.00,
04/24/2017,87139464,C1062.20098US00,Processed,042417INTTEAS13043400,Payment,$550.00,
04/24/2017,87420508,L0810.20004US00,Processed,042417INTTEAS15084400,Payment,$275.00,
04/25/2017,15290217,L0693.70034US02,Processed,042517INTEFSW10004800,Payment,"$1,900.00",
04/25/2017,15126143,M0437.70106US01,Processed,042517INTEFSW10302500,Payment,$90.00,
04/25/2017,15016725,C1497.70008US02,Processed,042517INTEFSW10584200,Payment,$90.00,
04/25/2017,14787885,A0988.70038US01,Processed,042517INTEFSW11230400,Payment,$960.00,
04/25/2017,15374693,P0745.70002US06,Processed,042517INTEFSW11345700,Payment,$960.00,
04/25/2017,14648292,D0097.70040US00,Processed,042517INTEFSW12172300,Payment,$600.00,
04/25/2017,14721252,N0484.71099US00,Processed,042517INTEFSW12184200,Payment,$960.00,
04/25/2017,13816645,C1233.70013US01,Processed,042517INTEFSW12404300,Payment,"$1,300.00",
04/25/2017,14648292,D0097.70040US00,Processed,042517INTEFSW12520200,Payment,$180.00,
04/25/2017,62405472,L0815.70006US00,Processed,042517INTEFSW12592000,Payment,"$1,260.00",
04/25/2017,15427791,E0494.70012US00,Processed,042517INTEFSW13060800,Payment,$200.00,
04/25/2017,62405463,L0815.70004US00,Processed,042517INTEFSW13500700,Payment,"$1,260.00",
04/25/2017,13359800,R0687.70002US00,Processed,042517INTEFSW13510600,Payment,$480.00,
04/25/2017,62405468,L0815.70005US00,Processed,042517INTEFSW13554100,Payment,"$1,260.00",
04/25/2017,15336613,A0863.70078US03,Processed,042517INTEFSW14374400,Payment,$180.00,
04/25/2017,14728653,R0659.70019US03,Processed,042517INTEFSW14555500,Payment,$950.00,
04/25/2017,14592022,A0848.70057US02,Processed,042517INTEFSW15114001,Payment,$180.00,
04/25/2017,14413762,S1459.71599US00,Processed,042517INTEFSW15152500,Payment,$200.00,
04/25/2017,13967018,H0498.70349US02,Processed,042517INTEFSW15230001,Payment,"$1,900.00",
04/25/2017,62489146,S1928.70012US00,Processed,042517INTEFSW16360600,Payment,$130.00,
04/25/2017,62489219,I0485.70003US00,Processed,042517INTEFSW17232500,Payment,$130.00,
04/25/2017,62489241,I0485.70004US00,Processed,042517INTEFSW17351800,Payment,$130.00,
04/25/2017,14765759,M0437.70111US02,Processed,042517INTEFSW17422100,Payment,$90.00,
04/25/2017,15401738,E0494.70009US00,Processed,042517INTEFSW17440900,Payment,$200.00,
04/25/2017,62458528,S2192.70011US00,Processed,042517INTEFSW18163300,Payment,$720.00,
04/25/2017,13805297,C1401.70002US00,Processed,042517INTEFSW18233600,Payment,"$1,200.00",
04/25/2017,15424759,H0498.70348US03,Processed,042517INTEFSW19300800,Payment,"$2,540.00",
04/25/2017,14728653,R0659.70019US03,Processed,042517INTEFSW19424800,Payment,$90.00,
04/25/2017,15104005,D0504.70049US02,Processed,042517INTEFSW21311400,Payment,$100.00,
04/25/2017,15104005,D0504.70049US02,Processed,042517INTEFSW21372400,Payment,$90.00,
04/25/2017,15382255,M0925.70528US00,Processed,042517INTEFSW21570100,Payment,$300.00,
04/25/2017,14529010,H0824.70193US00,Processed,042517INTEFSW22521100,Payment,$90.00,
04/25/2017,62489434,S1976.70001US00,Processed,042517INTEFSW23274400,Payment,$130.00,
04/25/2017,62489438,S1976.70000US00,Processed,042517INTEFSW23311000,Payment,$130.00,
04/25/2017,87105904,M0849.50148US00,Processed,042517INTESTTA13092100,Payment,$400.00,
04/25/2017,201704200018991686,,"APPROVED BY USPTO, PENDING SUBMISSION TO TREASURY FOR PROCESSING",30195243,Refund,"($3,376.00)",
04/26/2017,14904864,A0848.70174US01,Processed,042617INTEFSW09321400,Payment,$200.00,
04/26/2017,15521917,M0656.70343US01,Processed,042617INTEFSW09450000,Payment,"$1,120.00",
04/26/2017,62490057,M1378.70074US01,Processed,042617INTEFSW09501800,Payment,"$2,660.00",
04/26/2017,15521927,L0735.70030US00,Processed,042617INTEFSW10135600,Payment,"$1,120.00",
04/26/2017,62490067,M1378.70075US01,Processed,042617INTEFSW10334901,Payment,"$1,460.00",
04/26/2017,15521931,M0656.70342US02,Processed,042617INTEFSW10342100,Payment,"$1,880.00",
04/26/2017,15521943,M0656.70338US01,Processed,042617INTEFSW10561700,Payment,$560.00,
04/26/2017,15521956,M0656.70337US01,Processed,042617INTEFSW11290100,Payment,$560.00,
04/26/2017,14113118,U0120.70052US01,Processed,042617INTEFSW11335100,Payment,$100.00,
04/26/2017,62490100,A2010.70824US00,Processed,042617INTEFSW11351000,Payment,$130.00,
04/26/2017,14204197,V0263.70000US01,Processed,042617INTEFSW11374200,Payment,$480.00,
04/26/2017,15497394,W1019.70020US01,Processed,042617INTEFSW11502000,Payment,"$1,280.00",
04/26/2017,14269459,U0120.70036US01,Processed,042617INTEFSW11550300,Payment,$100.00,
04/26/2017,62490112,M1378.70077US01,Processed,042617INTEFSW11590600,Payment,"$1,460.00",
04/26/2017,15521975,D0796.70001US01,Processed,042617INTEFSW12120700,Payment,$560.00,
04/26/2017,62471541,N0595.70001US00,Processed,042617INTEFSW12271500,Payment,$30.00,
04/26/2017,13746544,A0928.70017US00,Processed,042617INTEFSW12304300,Payment,"$2,000.00",
04/26/2017,62490128,M1378.70078US00,Processed,042617INTEFSW12310700,Payment,"$2,260.00",
04/26/2017,14351717,C1233.70045US01,Processed,042617INTEFSW12364700,Payment,$480.00,
04/26/2017,14682192,L0632.70116US01,Processed,042617INTEFSW12424900,Payment,"$1,200.00",
04/26/2017,12742043,U0120.70036US00,Processed,042617INTEFSW13275900,Payment,$100.00,
04/26/2017,62489611,,Processed,042617INTEFSW13465000,Payment,$130.00,
04/26/2017,62489637,A0848.70198US02,Processed,042617INTEFSW14204300,Payment,"$1,060.00",
04/26/2017,15484596,S1921.70000US03,Processed,042617INTEFSW14223900,Payment,$160.00,
04/26/2017,14769329,C0973.70010US00,Processed,042617INTEFSW15181200,Payment,$600.00,
04/26/2017,14767328,G0839.70063US00,Processed,042617INTEFSW15231300,Payment,$960.00,
04/26/2017,14339032,S1459.71616US02,Processed,042617INTEFSW15361800,Payment,$180.00,
04/26/2017,62489702,A2010.70822US00,Processed,042617INTEFSW15375800,Payment,$130.00,
04/26/2017,62489725,A2010.70823US00,Processed,042617INTEFSW15481400,Payment,$130.00,
04/26/2017,15150759,E0501.70001US04,Processed,042617INTEFSW15582000,Payment,$180.00,
04/26/2017,14101251,H0824.70041US02,Processed,042617INTEFSW16253600,Payment,$180.00,
04/26/2017,15496750,,Processed,042617INTEFSW16392100,Payment,"$1,600.00",
04/26/2017,12990102,H0498.70326US01,Processed,042617INTEFSW16430900,Payment,$960.00,
04/26/2017,15496883,A0988.70038US02,Processed,042617INTEFSW17291300,Payment,"$2,000.00",
04/26/2017,14220957,S2136.70005US00,Processed,042617INTEFSW17352600,Payment,$600.00,
04/26/2017,14416626,G0839.70044US00,Processed,042617INTEFSW18030000,Payment,$960.00,
04/26/2017,15288341,C1490.70032US00,Processed,042617INTEFSW18065800,Payment,$960.00,
04/26/2017,13284021,M0925.70285US01,Processed,042617INTEFSW18251500,Payment,$960.00,
04/26/2017,13795933,N0484.71090US01,Processed,042617INTEFSW18261500,Payment,"$2,100.00",
04/26/2017,14785004,A1156.70167US01,Processed,042617INTEFSW19002800,Payment,$960.00,
04/26/2017,62489985,C1233.70121US00,Processed,042617INTEFSW21172900,Payment,$130.00,
04/26/2017,14749592,S1928.70006US01,Processed,042617INTEFSW22523000,Payment,$700.00,
04/26/2017,5135237,,Processed,042617INTETAS14304100,Payment,$40.00,
04/26/2017,2057039,S1466.20012US00,Processed,042617INTTEAS08400900,Payment,$425.00,
04/26/2017,3956525,R0465.20006US00,Processed,042617INTTEAS09071900,Payment,$250.00,
04/26/2017,87425987,C1522.20000US00,Processed,042617INTTEAS12150000,Payment,$825.00,
04/26/2017,87426026,Z20212000000,Processed,042617INTTEAS12354400,Payment,$275.00,
04/26/2017,87426033,C1522.20001US00,Processed,042617INTTEAS12374000,Payment,$825.00,
04/27/2017,PCT/US16/53295,U1195.70039,Processed,042717INTEFSW10093900,Payment,"$1,040.00",
04/27/2017,14767100,L0719.70003US01,Processed,042717INTEFSW11314400,Payment,$200.00,
04/27/2017,14569909,H0818.70074US00,Processed,042717INTEFSW12471700,Payment,$380.00,
04/27/2017,15432889,L0710.70001US03,Processed,042717INTEFSW13130600,Payment,$880.00,
04/27/2017,11221166,U0120.70021US01,Processed,042717INTEFSW13594600,Payment,$100.00,
04/27/2017,3254227,K0640.20001US00,Processed,042717INTETAS08433300,Payment,$65.00,
04/27/2017,4131425,S0760.20002US00,Processed,042717INTTEAS08122600,Payment,$325.00,
04/27/2017,2050022,M0819.20013US00,Processed,042717INTTEAS09272200,Payment,$100.00,
04/27/2017,87427568,S1956.20004US00,Processed,042717INTTEAS10301900,Payment,$825.00,
04/28/2017,14642758,M1295.70027US01,Processed,042817INTEFSW10225000,Payment,$80.00,
04/28/2017,14711085,N0484.71169US00,Processed,042817INTEFSW10324000,Payment,$960.00,
04/28/2017,14515793,V0138.70061US04,Processed,042817INTEFSW11292400,Payment,$100.00,
04/28/2017,15297253,L0693.70035US03,Processed,042817INTEFSW11382501,Payment,"$1,900.00",
04/28/2017,PCT/US17/30041,C1233.70100,Processed,042817INTEFSW12020100,Payment,"$3,654.00",
04/28/2017,14878952,M1374.70000US00,Processed,042817INTEFSW12041600,Payment,$180.00,
04/28/2017,15522881,S1459.72171US00,Processed,042817INTEFSW12171900,Payment,"$1,880.00",
04/28/2017,13860585,S1459.71511US00,Processed,042817INTEFSW12365600,Payment,"$1,700.00",
04/28/2017,15581208,S1459.72069US05,Processed,042817INTEFSW12375100,Payment,"$2,400.00",
04/28/2017,14748161,M1295.70103US00,Processed,042817INTEFSW12400000,Payment,"$1,200.00",
04/28/2017,62490783,U0120.70080US01,Processed,042817INTEFSW13540000,Payment,$130.00,
04/28/2017,15432901,L0710.70005US09,Processed,042817INTEFSW13551500,Payment,"$1,000.00",
04/28/2017,14333885,F0725.70007US00,Processed,042817INTEFSW14125700,Payment,$90.00,
04/28/2017,14911980,S1459.71777US00,Processed,042817INTEFSW14385900,Payment,$960.00,
04/28/2017,15522488,S1459.72170US00,Processed,042817INTEFSW14431200,Payment,"$1,480.00",
04/28/2017,14358098,H0075.70194US00,Processed,042817INTEFSW14440600,Payment,$100.00,
04/28/2017,14389357,Z0133.70003US00,Processed,042817INTEFSW14461400,Payment,$960.00,
04/28/2017,14821656,R0708.70002US02,Processed,042817INTEFSW14484500,Payment,$90.00,
04/28/2017,15522505,N0410.70034US01,Processed,042817INTEFSW14580300,Payment,"$1,120.00",
04/28/2017,15522510,Y0099.70002US00,Processed,042817INTEFSW14594900,Payment,"$1,560.00",
04/28/2017,62490853,V0139.70121US01,Processed,042817INTEFSW15004900,Payment,$130.00,
04/28/2017,14778338,S1459.72029US00,Processed,042817INTEFSW15065500,Payment,$960.00,
04/28/2017,15522552,N0410.70035US01,Processed,042817INTEFSW15343100,Payment,"$1,120.00",
04/28/2017,62490923,A2010.70825US00,Processed,042817INTEFSW15480500,Payment,$130.00,
04/28/2017,14917241,G0839.70083US00,Processed,042817INTEFSW15581001,Payment,$960.00,
04/28/2017,14767100,L0719.70003US01,Processed,042817INTEFSW16374000,Payment,$180.00,
04/28/2017,15522637,A1156.70183US01,Processed,042817INTEFSW16401600,Payment,"$1,480.00",
04/28/2017,14401296,B0662.70083US01,Processed,042817INTEFSW17072700,Payment,$100.00,
04/28/2017,62491062,P0745.70011US02,Processed,042817INTEFSW17422300,Payment,$660.00,
04/28/2017,15312047,C1233.70080US01,Processed,042817INTEFSW17511700,Payment,$740.00,
04/28/2017,15409032,B1452.70001US02,Processed,042817INTEFSW18193500,Payment,"$1,940.00",
04/28/2017,29556530,BX2016T00047 6010.123161,Processed,042817INTEFSW18200700,Payment,$560.00,
04/28/2017,29556523,B1490.70009US00,Processed,042817INTEFSW18253000,Payment,$560.00,
04/28/2017,62491150,I042170026US02,Processed,042817INTEFSW19255000,Payment,$260.00,
04/28/2017,14576179,W1018.70002US00,Processed,042817INTEFSW20381300,Payment,$100.00,
04/28/2017,13108451,L2039.70010US01,Processed,042817INTEFSW22141800,Payment,$180.00,
04/28/2017,29602058,E0405.70026US01,Processed,042817INTEFSW23114400,Payment,$380.00,
04/28/2017,87122964,T003320561US,Processed,042817INTTEAS09255400,Payment,$100.00,
04/28/2017,86412860,R0136.20249U,Processed,042817INTTEAS11473700,Payment,$125.00,
04/28/2017,87308095,L0589.20073US00,Processed,042817INTTEAS14042600,Payment,$275.00,
04/28/2017,86824767,C1507.20002US00,Processed,042817INTTEAS14584600,Payment,$125.00,
04/28/2017,87428289,C1507.20003US00,Processed,042817INTTEAS15290800,Payment,$275.00,
04/28/2017,87428322,C1507.20004US00,Processed,042817INTTEAS15405800,Payment,$275.00,
